"Epic","Feature","Story","FAILED","BROKEN","PASSED","SKIPPED","UNKNOWN"
"ATNT","GENERIC_SFTP_EML,PROOFPOINT,GENERIC_SMTP_ARCHIVER,INTRADYN,JATHEON,MICROFOCUS,RETAIN,MIMECAST,TM_LONGTERM,GLOBAL_RELAY,VERITAS,ERADO,COMMVAULT,STEELEYE,SALESFORCE,CAPAX,NICE_NTR,MORGAN_STANLEY,MORGAN_STANLEY_PROD,VERINT,BEHAVOX,VERITAS_JOURNALING,CAPITAL_ONE","User will be able to archive ATTACHMENT To TEMP MMS DIRECTION_OUT","0","1","0","0","0"
