"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Mar 30 20:08:32 IDT 2025","Sun Mar 30 20:20:25 IDT 2025","713136","","com.telemessage.archive.archivetests.regression.multi.atnt.ArchiveTest","","com.telemessage.archive.archivetests.regression.multi.atnt.ArchiveTest","ImageJpeg_ArchiverTo1Temp_MMS_OUT","Image Jpeg From Archiver To 1 Temp MMS - OUT","1) set up archive user with WhatsApp source and multiple storages [Automation user:Generated]
2) Archive message
Expected: Message archived"
